departement_code,id,bss_code,name,critical-water-level,drought-decrees-sou,drought-decrees-sup,dryness-agricultural,dryness-groundwater,dryness-groundwater-deep,dryness-meteo,dryness-resources,dryness-small-stream,dryness-stream-flow,heatwave-agricultural,heatwave-meteo,heatwave-resources,quality
6,8386,09735X0215/PZS9AV,Carros - 09735X0215/PZS9AV,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7389,09735X0070/P40,P40,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7843,09735X0222/PZ_BA,Piézomètre de LE BASTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7471,09993X0229/PZ_L1,Luona 1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,8181,09993X0230/PZ_BAM,Bagarée amont,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8382,09994X0537/PZ_ROU,Colle-sur-Loup - 09994X0537/PZ_ROU,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7726,09728X0032/P15,P15,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7783,09728X0151/P57,P57,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,5658,09724X0023/P2,GILETTE - LE DEVENS (P2),0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7875,09728X0177/PZ1BEC,Gilette - 09728X0177/PZ1BEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5660,09994X0521/P4B,NICE - STADE DES ARBORAS (P4B),0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7754,09994X0191/P16,P16,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7868,10001X1150/PZ_ARB,Piézomètre de LES ARBORAS - DÉCHETTERIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8159,10001X1151/PZ_MAG,MAGNAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2412,09995X0028/F,Pégomas - le Boutéou (F6),0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7780,09724X0028/P37,P37,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7729,09994X0399/P-35,P35,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7757,09994X0400/P-36,P36,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7845,09994X0559/PZ_JEA,Piézomètre de JEAN AICARD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7900,09994X0560/PZ_STE,Ste Pétronille,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8150,09994X0538/PZ_PLF,Plateaux Fleuris,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,8374,09994X0558/PZ_PT,Saint-Laurent-du-Var - 09994X0558/PZ_PT,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7799,09728X0099/P38,P38,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7651,09724X0034/P53,P53,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,5582,09998X0199/PZ_PID,VILLENEUVE-LOUBET - PIED DE DIGUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,7881,09993X0232/PZ_MAD,Madone,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,8284,09994X0533/PZ_GDP,Villeneuve-Loubet - 09994X0533/PZ_GDP,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,19308,Y642511001,Le Vallon de Végay [source haute] à Aiglun,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19309,Y642512001,Le Vallon de Végay [source moyenne] à Aiglun,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19310,Y642513001,Le Vallon de Végay [source basse] à Aiglun,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19311,Y642514001,Le Vallon de Végay à Aiglun [Vascognes],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19269,Y560581001,Le Vallon des Horts à Antibes [Les Moulières],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19271,Y560581301,La Valmasque à Antibes [Pont Bus-Tram],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19296,Y612501001,[Le vallon de Fraissinet [source]] à Ascros,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19238,Y553401001,La Siagne à Auribeau-sur-Siagne [Le Gabre],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19255,Y553572301,Le Vallon Saint Antoine à Auribeau-sur-Siagne [Valcluse],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19257,Y553572501,Le Riou [Frayère d'Auribeau] à Auribeau-sur-Siagne [Pierranchon],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19314,Y643582001,Le Bouyon à Bézaudun-les-Alpes [La Gravière],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19260,Y560146001,Le Vallon des Combes à Biot [Le Plan],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19261,Y560521001,La Brague à Biot - Plan Saint Jean,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19262,Y560521002,La Brague à Biot - Passerelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19263,Y560521003,La Brague à Biot - Pont Vieux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19268,Y560561001,La Valmasque à Biot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19316,Y643583201,Le Var à Bonson [Digue Bonson],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19313,Y643581001,Le Bouyon à Bouyon [La Clave],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19315,Y643583001,Le Bouyon à Bouyon [prise usine],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19330,Y662000301,La Roya à Breil-sur-Roya,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5475,Y643401001,L'Esteron au Broc [La Clave],0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,19286,Y562502001,La Cagne à Cagnes-sur-Mer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19246,Y553571401,La Grande Frayère à Cannes [Palais des victoires],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19250,Y553571801,La Grande Frayère à Cannes [Restos du Coeur],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19251,Y553571901,La Grande Frayère à Cannes [Aéroport CM],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19256,Y553572401,[Béal] à Cannes [Béal Aval],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19319,Y644202001,Le Var à Carros [Pont de la Manda],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19264,Y560522001,La Brague à Châteauneuf-Grasse [Plascassier],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19275,Y561507001,Le Loup à Cipières [Prise de Bramafan],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19277,Y561531001,Le Vallon des Combes à Courmes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19288,Y600201001,Le Var à Entraunes [Esteing],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19289,Y600202001,Le Var à Entraunes [Le Pessas],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19327,Y661405001,La Roya à Fontan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19328,Y661405101,La Roya à Fontan [Village],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19312,Y643402001,L'Esteron à Gilette [Pont de la Cerise],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19276,Y561508001,Le Loup à Gourdon [Le Revest],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19279,Y561621401,Le Loup à Gourdon [Loup amont],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19283,Y561621701,Le Loup à Gourdon [Pont du Loup],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19241,Y553542001,La Mourachonne à Grasse [La Paoute],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19242,Y553551001,Le Riou Blanquet [source] à Grasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19249,Y553571701,La Mourachonne à Grasse [Grand Vallon],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19258,Y553572601,[Vallon des Ribes] à Grasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19272,Y561504001,Le Loup à Gréolières [Le Foulon],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19274,Y561506001,"Le Loup à Gréolières [source du Foulon, surverse]",0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19290,Y601201001,Le Vallon du Pous à Guillaumes [Pont des Roberts],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19307,Y633405001,La Vésubie à Levens [Plan du Var],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5476,Y651701001,Le ruisseau de Caïnéa [source] à Lucéram,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,19295,Y612201001,Le Var à Malaussène [Usine hyd. de la Courbaisse],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19297,Y612501201,Le Var à Malaussène [Pont Auguste Dubois],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19304,Y624000101,Le Var à Malaussène [La Mescla - QNR],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19230,Y550541201,Riou de l'Argentière à Mandelieu-la-Napoule,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19240,Y553404001,La Siagne à Mandelieu-la-Napoule [La Tour],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19244,Y553571201,La Siagne à Mandelieu-la-Napoule [Basse Siagne],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19301,Y622402001,"La Tinée à Massoins [Le Bancairon, usine]",0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19243,Y553571001,La Mourachonne à Mouans-Sartoux [source de La Foux],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19248,Y553571601,La Mourachonne à Mouans-Sartoux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19252,Y553572001,[Vallon de Bigaud] à Mougins [Scène 55],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19253,Y553572101,[Vallon du Coudouron] à Mougins [Pont Romain],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19317,Y644201001,Le Var à Nice [Pont Napoléon III] - Amont,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19318,Y644201002,Le Var à Nice [Pont Napoléon III] - Aval,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19266,Y560524001,La Brague à Opio [La Tour d'Opio],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5469,Y553403001,La Siagne à Pégomas,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,5470,Y553541001,La Mourachonne à Pégomas,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,19239,Y553402001,La Siagne à Pégomas [Les Sausserons],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19245,Y553571301,La Siagne à Pégomas [SMIAGE],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19247,Y553571501,La Mourachonne à Pégomas [SMIAGE],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19254,Y553572201,[Vallon de Picourenc] à Peymeinade,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19294,Y611501001,Le Cians à Rigaud [Cadiera],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19282,Y561621601,Le Loup à Roquefort-les-Pins [Pont RD 6],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19259,Y553572701,[Béal] à la Roquette-sur-Siagne [Cravesan],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19232,Y551402001,Le canal de la Siagne [source] à Saint-Cézaire-sur-Siagne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19233,Y551403001,Le canal de la Siagne [apport canal] à Saint-Cézaire-sur-Siagne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19298,Y620581001,Le Vallon de Saint-Dalmas à Saint-Dalmas-le-Selvage,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19299,Y620581301,La Tinée à Saint-Étienne-de-Tinée [Pont de la Belloire],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19285,Y562501001,La Cagne à Saint-Jeannet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19300,Y622401001,La Tinée à Saint-Sauveur-sur-Tinée [Route Chapelle Sainte-Blaise],0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,19331,Y662000401,La Roya à Saorge [Pont Mondi],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8503,Y642401001,L'Esteron à Sigale [Pont du Coude],0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,5478,Y663501001,La Bévéra à Sospel [Pont D 2204],0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,19303,Y623402401,La Tinée à la Tour [Pont de la Lune - QNR],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8502,Y623402301,La Tinée à Tournefort [Vieux Pont],0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,19302,Y623402001,La Tinée à Tournefort [Pont de la Lune],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5471,Y561501001,Le Loup à Tourrettes-sur-Loup [Les Vallettes],0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,19273,Y561505001,Le Loup à Tourrettes-sur-Loup,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5474,Y633404001,La Vésubie à Utelle [Pont du Cros],0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,19305,Y633402001,La Vésubie à Utelle [Sainte-Thérèse],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19306,Y633403001,La Vésubie à Utelle [Saint-Jean-la-Rivière],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19265,Y560523001,La Brague à Valbonne [Le Trou de Beget],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19267,Y560541001,La Bouillide à Valbonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19270,Y560581201,La Brague à Valbonne [Pont Veirière],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18949,X240501001,La Lane à Valderoure [Malamaire],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19287,Y562511001,La Cagne [surverse] à Vence,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5473,Y600203001,Le Var à Villeneuve-d'Entraunes [Pont d'Enaux],0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,5472,Y561503001,Le Loup à Villeneuve-Loubet [Moulin du Loup],0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,19278,Y561621001,Le Vallon de Mardaric à Villeneuve-Loubet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19280,Y561621501,Le Loup à Villeneuve-Loubet [Ferrayonnes] - LOUP15BIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19281,Y561621502,Le Loup à Villeneuve-Loubet [Ferrayonnes],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19284,Y561621801,Le Loup à Villeneuve-Loubet [Pont des Bugadières],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5477,Y661401001,La Roya à Tende [Saint-Dalmas-de-Tende],0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,15620,Y661401002,La Roya à Tende [Saint-Dalmas-de-Tende] - Amont - EDF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15621,Y661401003,La Roya à Tende [Saint-Dalmas-de-Tende] - Station Amont DREAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19326,Y660000201,La Roya à Tende [Pont de Scara],0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19329,Y661405201,Le torrent de Bieugne à Tende,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2754,,WS 2754,0,0,0,1,0,0,1,1,0,0,1,1,1,0
6,2823,,WS 2823,0,0,0,1,0,0,1,1,0,0,1,1,1,0
6,2753,,WS 2753,0,0,0,1,0,0,1,1,0,0,1,1,1,0
6,2755,,WS 2755,0,0,0,1,0,0,1,1,0,0,1,1,1,0
6,2790,,WS 2790,0,0,0,1,0,0,1,1,0,0,1,1,1,0
6,2789,,WS 2789,0,0,0,1,0,0,1,1,0,0,1,1,1,0
6,2791,,WS 2791,0,0,0,1,0,0,1,1,0,0,1,1,1,0
6,11434,Y5535711,Le Riou au pont de la RD509,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11420,Y6100001,Le torrent de Mairola au pont de la RD16,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11417,Y6115031,Le Cians à la passerelle de l'Ablé,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11418,Y6115032,Le ruisseau de Raton au pont de la RD28,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11411,Y5605811,La Brague à Biot,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11439,Y6400001,Le vallon de Saint-Pierre au pont de la RD80,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,12091,Y6536611,Le ruisseau de Ciambairo en amont de sa cofluence avec le Careï,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,12932,Y5516011,L'embut de Caussols au pont de la RD12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11440,Y6410001,Le riou de Collongues à Collongues,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11427,Y6517011,Le Paillon de Contes à Contes,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11412,Y6002031,Le ruisseau de Sanguinière en aval de sa confluence avec le ruisseau du Garret,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11413,Y6002032,Le Bourdous à Entraunes,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11409,Y5625111,La Cagne au pont des Salles,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11437,Y5616211,Le Loup au gué du Fanguet,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11438,Y5616212,La Ganière au pont de la RD2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11414,Y6012011,Le vallon des Roberts au pont de la RD2202,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11422,Y6320001,Le riou de Lantosque à Lantosque,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,12092,Y5505411,Le vallon de Maupas à l'ancienne carrière,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11419,Y6115033,Le vallon de Pierlas en amont de sa confluence avec le Cians,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11441,Y6425141,Le riou de Cuebris à Roquesteron,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11435,Y5616213,La Miagne au Rouret,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11415,Y6205812,Le torrent de Vens au pont de la RD64,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,12930,Y6442021,Le vallon de Saint-Blaise au pont de la RD202,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11431,Y6620001,Le vallon de Cayros à Cayrosina,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11432,Y6620002,La Bendola en amont de sa confluence avec la Roya,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11429,Y6635011,Le vallon de Guiou au pont de la RD2566,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11430,Y6635012,Le Merlanson à Sospel,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11425,Y6435831,Le ruisseau de Ciavarlina au pont de la RD17,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11428,Y6517012,Le Redebraus à Touët-de-l'Escarène,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11410,Y6234021,Le vallon de Ginouire en amont de sa confluence avec la Tinée,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,12931,Y6520001,Le Paillon à Nice,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11423,Y6320002,Le riou du Figaret au pont de la RD473,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11416,Y6234022,Le vallon Gros au pont de la RD2265,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,12933,X2405010,La Lane à Malamaire,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11424,Y6125011,Le riou Blanc à l'ancien pont de la RD2202,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,11433,Y6600001,La Levensa à la Brigue,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,7984,08888X0003/F,Puits - Moulin de Pichegru (Saint-Andre-de-Cruzieres - BRGM 07),0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,2079,08413X0091/F3,Forage - Captage des Tombes Antiques (Veyras - BRGM 07),0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,18694,V500402001,L'Ardèche à Pont-de-Labeaume [Pont de Rolandy],0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8504,V417402101,L'Eyrieux à Saint-Fortunat-sur-Eyrieux [Pontpierre],0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,17187,K202000101,Le Masméjan à Saint-Étienne-de-Lugdarès [Huédour],0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18701,V504881001,Le ruisseau de Fontaines à Saint-Alban-Auriolles,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18700,V503502201,La Baume [Baume] à Saint-Alban-Auriolles [Peyroche] - Peyroche,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,18699,V503501001,La Baume à Saint-Alban-Auriolles,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5282,V503502001,La Baume à Rosières,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,18685,V430000101,L'Ouvèze au Pouzin,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,18703,V504881501,La Borne à Saint-Laurent-les-Bains [Pont de Nicoulaud],0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18677,V415401001,L'Eyrieux aux Ollières-sur-Eyrieux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18695,V500621001,La Fontolière à Meyras [Pont de Pourtalou],0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5279,V500403001,L'Ardèche [Ardèche] à Meyras [Pont Barutel],0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,15455,K201082002,L'Allier à Laveyrune - Rogleton 1 Ancienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4152,K201082001,L'Allier à Laveyrune - Rogleton,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5262,V371402001,Le Doux à Lamastre,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,18678,V417401001,L'Eyrieux à Saint-Fortunat-sur-Eyrieux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18696,V501404001,L'Ardèche à Pont-de-Labeaume,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,18666,V351701301,La Deume à Saint-Marcel-lès-Annonay,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5286,V506401001,L'Ardèche à Saint-Martin-d'Ardèche [Sauze-Saint-Martin],0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5259,V352401001,La Cance à Sarras,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5258,V351701001,Le Ternay à Savas [Ternay],0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5266,V402501001,L'Embroye à Toulaud,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5264,V374401001,Le Doux à Tournon-sur-Rhône,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5281,V501403001,L'Ardèche à Ucel,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,17106,K001872301,La Loire à Usclades-et-Rieutord - Rieutord,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5285,V505401001,L'Ardèche à Vallon-Pont-d'Arc,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,18697,V501521001,La Volane à Vals-les-Bains,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18691,V453001001,Le Rhône à Viviers - CNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18692,V453001002,Le Rhône à Viviers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5280,V501401001,L'Ardèche à Vogüé,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,18679,V417402001,Le Rhône à la Voulte-sur-Rhône,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5263,V372401001,Le Doux à Colombier-le-Vieux,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5256,V350401001,La Cance à Annonay,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,18664,V350401201,La Cance à Annonay [Galléliaure],0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5260,V353000101,L'Ay à Ardoix [Pont de Rau],0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,18729,V542521401,La Ganière à Banne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18675,V413000101,L'Eyrieux à Beauvène [Pont de Chervil],0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18676,V414521101,L'Eyrieux à Beauvène [Pont de Chervil],0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,8505,V504881301,Le Chassezac à Berrias-et-Casteljau [Chaulet] - Chaulet,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5278,V457001001,Le Rhône à Bourg-Saint-Andéol,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,18702,V504881401,Le Chassezac à Chambonas [Les Bertronnes],0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18674,V412401001,L'Eyrieux au Cheylard,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17104,K001002010,La Loire à Cros-de-Géorand - Barrage de la Palisse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17105,K001872010,Le Gage à Cros-de-Géorand - Barrage du Peyron,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5268,V414521001,La Glueyre à Gluiras [Tisonèche],0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,18698,V502641001,La Ligne à Labeaume [Gourami],0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17107,K002000101,La Loire à Issarlès [Pont de la Borie - QNR],0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5283,V504503001,Le Chassezac à Gravières - Nouvelle station Les Salelles,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,4097,K003002010,La Loire à Issarlès - Pont de La Borie,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,2847,,WS 2847,0,0,0,1,0,0,1,1,0,0,1,1,1,0
7,2877,,WS 2877,0,0,0,1,0,0,1,1,0,0,1,1,1,0
7,2878,,WS 2878,0,0,0,1,0,0,1,1,0,0,1,1,1,0
7,2913,,WS 2913,0,0,0,1,0,0,1,1,0,0,1,1,1,0
7,2880,,WS 2880,0,0,0,1,0,0,1,1,0,0,1,1,1,0
7,2845,,WS 2845,0,0,0,1,0,0,1,1,0,0,1,1,1,0
7,2879,,WS 2879,0,0,0,1,0,0,1,1,0,0,1,1,1,0
7,2846,,WS 2846,0,0,0,1,0,0,1,1,0,0,1,1,1,0
7,2945,,WS 2945,0,0,0,1,0,0,1,1,0,0,1,1,1,0
7,2912,,WS 2912,0,0,0,1,0,0,1,1,0,0,1,1,1,0
7,11996,V4160001,La Dunière à Silhac,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,11390,V5026412,La Ligne à Montréal,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,11402,V5006213,Le Pourseille à Montpezat-sous-Bauzon,0,0,0,0,0,0,0,0,1,0,0,0,0,0
